Columna 1,Columna 2,Columna 3,Columna 4,Columna 5,Columna 6,Columna 7,Columna 8,Columna 9,Columna 10,Columna 11,Columna 12,Columna 13,Columna 14,Columna 15
98081019Devolución,C13-2,Day Off Full,68.765,2,6.2,6.2,2,40110,40130,CHIle,Viña del Mar,CH,,
98081020Normal,CB01-1,Non,222.02999999999997,1,9.89,6.89,3,40110,40129,ECUador,Quito,EC,,
98081023Devolución,CB01-6,Cyber Monday,532.872,3,5.22,4.22,3,40110,40125,República DOminiCana,Santo Domingo,RD,,
98081021Normal,CC02-5,Non,26.72,1,5.89,6.89,3,40110,40122,VENezuela,Caracas,VE,,
98081025Normal,CC02-6,Cyber Monday,64.128,3,7,6,2,40110,40129,BRAsil,Rio,BR,,
98081022Normal,L01-3,Cyber Monday,49.2,2,5.65,6.65,1,40110,40124,VENezuela,Caracas,VE,,
98081017Normal,CC02-1,Balck Fraday,40.08,2,7.36,3.36,1,40111,40130,PARaguay,Asunción,PA,,
98081018Devolución,L01-5,Non,92.25,3,7.73,5.73,2,40111,42398,PARaguay,Asunción,PA,,
98081016Normal,L07-4,Balck Fraday,85.2525,3,6.25,4.25,3,40111,40131,ARGentina,Rosario,AR,,
98081014Normal,C10-1,Cyber Monday,110.064,3,7.73,4.73,2,40112,40131,PERú,Lima,PE,,
98081015Normal,L03-2,Cyber Monday,23.992,1,6.1,5.1,3,40112,42399,PERú,Lima,PE,,
98081013Normal,L05-5,Cyber Monday,97.32,3,7.14,6.14,1,40112,40132,VENezuela,Caracas,VE,,
98081008Normal,B01-7,Non,100.24,2,9.22,3.22,2,40113,40132,República DOminiCana,Santo Domingo,RD,,
98081011Normal,B01-7,Cyber Monday,80.192000000000007,2,8,7,3,40113,40121,PARaguay,Asunción,PA,,
98081005Devolución,B02-5,Balck Fraday,136.305,3,8.84,5.84,2,40113,40126,VENezuela,Caracas,VE,,
98081006Normal,C14-7,Special Day,77.2395,3,9.25,4.25,2,40113,40124,PERú,Lima,PE,,
98081004Devolución,CB01-3,Cyber Monday,532.872,3,8.84,4.84,1,40113,40126,PARaguay,Asunción,PA,,
98081012Normal,CB01-7,Day Off Full,566.17649999999992,3,6.65,5.65,3,40113,42408,PERú,Lima,PE,,
98081007Normal,CC01-4,Balck Fraday,39.3975,1,5.99,4.99,2,40113,40127,URUguay,Montevideo,UR,,
98081010Normal,L02-2,Cyber Monday,32.160000000000004,1,9.45,3.45,2,40113,40120,VENezuela,Caracas,VE,,
98081009Normal,L06-3,Non,42.55,1,9.45,5.45,2,40113,40127,República DOminiCana,Santo Domingo,RD,,
98081002Normal,B01-6,Non,100.24,2,6.2,3.2,3,40114,40122,URUguay,Montevideo,UR,,
98081003Normal,L03-3,Non,59.98,2,9.88,4.88,1,40114,42407,ECUador,Quito,EC,,
98080999Normal,L05-7,Special Day,79.072499999999991,3,5.22,4.22,1,40114,40133,VENezuela,Caracas,VE,,
98081000Normal,L05-2,Non,40.55,1,7.36,3.36,2,40114,40133,PARaguay,Asunción,PA,,
98081001Normal,L07-4,Cyber Monday,90.936,3,6,4,2,40114,40123,ARGentina,Rosario,AR,,
98080993Devolución,B01-3,Balck Fraday,112.76999999999998,3,6.61,3.61,3,40115,40123,VENezuela,Caracas,VE,,
98080994Normal,B03-4,Non,211.35000000000002,3,9.12,3.12,3,40115,40124,República DOminiCana,Santo Domingo,RD,,
98080997Normal,L02-6,Non,40.2,1,5.45,4.45,1,40115,40130,CHIle,Viña del Mar,CH,,
98080995Devolución,L03-2,Special Day,38.987,2,5.73,5.73,2,40115,40130,URUguay,Montevideo,UR,,
98080996Normal,L03-3,Non,29.99,1,5.61,4.61,2,40115,40134,VENezuela,Caracas,VE,,
98080998Normal,L05-1,Balck Fraday,91.2375,3,9.58,5.58,1,40115,42401,BRAsil,Rio,BR,,
98080992Normal,L02-1,Cyber Monday,64.320000000000007,2,5.89,5.89,3,40116,42410,URUguay,Montevideo,UR,,
98080991Normal,L06-5,Cyber Monday,102.12,3,9.73,4.73,3,40116,40127,URUguay,Montevideo,UR,,
98080989Normal,CB01-7,Non,666.08999999999992,3,5.89,3.89,3,40117,40137,ECUador,Quito,EC,,
98080990Normal,CC01-4,Cyber Monday,126.072,3,8.88,6.88,2,40117,42403,VENezuela,Caracas,VE,,
98080988Normal,L02-3,Cyber Monday,64.320000000000007,2,5.99,4.99,1,40118,42406,URUguay,Montevideo,UR,,
98080987Devolución,L04-6,Day Off Full,25.585,1,7.58,3.58,2,40118,40138,ARGentina,Rosario,AR,,
98080983Devolución,B01-4,Cyber Monday,80.192000000000007,2,6.61,3.61,3,40119,40129,PARaguay,Asunción,PA,,
98080984Devolución,CB01-1,Cyber Monday,532.872,3,7.58,6.58,3,40119,40132,ARGentina,Rosario,AR,,
98080985Devolución,CB01-1,Balck Fraday,499.56749999999994,3,9.99,6.99,3,40119,40136,PARaguay,Asunción,PA,,
98080986Normal,L07-3,Cyber Monday,60.624,2,7.99,6.99,3,40119,42407,República DOminiCana,Santo Domingo,RD,,
98080982Normal,CB01-7,Cyber Monday,532.872,3,7.73,4.73,1,40120,42409,URUguay,Montevideo,UR,,
98080980Normal,L01-2,Cyber Monday,49.2,2,5.12,6.12,2,40120,40140,BRAsil,Rio,BR,,
98080981Devolución,L02-6,Cyber Monday,96.480000000000018,3,9.68,4.68,1,40120,40140,CHIle,Viña del Mar,CH,,
98080977Normal,CB01-1,Balck Fraday,166.52249999999998,1,7,5,1,40121,40136,ARGentina,Rosario,AR,,
98080978Devolución,CC01-2,Day Off Full,89.301,2,8.99,3.99,2,40121,40140,CHIle,Viña del Mar,CH,,
98080979Normal,CC01-5,Day Off Full,89.301,2,6.55,6.55,3,40121,42411,BRAsil,Rio,BR,,
98080976Devolución,L02-6,Non,80.4,2,7.99,3.99,2,40121,40133,CHIle,Viña del Mar,CH,,
98080973Normal,CC02-5,Balck Fraday,20.04,1,9.84,3.84,3,40122,40135,PERú,Lima,PE,,
98080971Devolución,L01-7,Non,92.25,3,7,7,3,40122,40131,República DOminiCana,Santo Domingo,RD,,
98080975Normal,L02-7,Cyber Monday,32.160000000000004,1,7.58,4.58,1,40122,42409,PERú,Lima,PE,,
98080972Normal,L04-1,Non,60.2,2,7.55,4.55,3,40122,40129,BRAsil,Rio,BR,,
98080974Normal,L07-7,Cyber Monday,60.624,2,8.89,4.89,1,40122,40136,CHIle,Viña del Mar,CH,,
98080969Normal,C11-2,Balck Fraday,48.915,2,7,5,1,40123,40133,VENezuela,Caracas,VE,,
98080970Normal,L03-5,Non,29.99,1,9.2,4.2,3,40123,42410,CHIle,Viña del Mar,CH,,
98080967Normal,L04-1,Cyber Monday,24.080000000000002,1,10,6,3,40123,40142,PERú,Lima,PE,,
98080968Normal,L04-2,Cyber Monday,24.080000000000002,1,7.2,5.2,1,40123,40137,URUguay,Montevideo,UR,,
98080961Normal,B02-1,Day Off Full,51.492999999999995,1,6.36,6.36,3,40124,40143,ARGentina,Rosario,AR,,
98080959Normal,B03-7,Cyber Monday,169.08000000000004,3,5.36,5.36,2,40124,40144,CHIle,Viña del Mar,CH,,
98080963Normal,CB01-3,Cyber Monday,355.248,2,5.68,4.68,1,40124,40134,ECUador,Quito,EC,,
98080966Normal,CB01-2,Cyber Monday,177.624,1,8.88,4.88,3,40124,42400,PARaguay,Asunción,PA,,
98080962Devolución,CC02-5,Cyber Monday,42.752,2,8.2,4.2,1,40124,40140,URUguay,Montevideo,UR,,
98080964Devolución,L01-6,Day Off Full,78.4125,3,7,7,1,40124,40141,CHIle,Viña del Mar,CH,,
98080965Normal,L01-6,Day Off Full,52.275,2,6.89,3.89,1,40124,40141,BRAsil,Rio,BR,,
98080960Normal,L02-7,Cyber Monday,64.320000000000007,2,9.45,5.45,1,40124,40143,URUguay,Montevideo,UR,,
98080957Normal,B06-1,Non,151.07999999999998,3,7.75,5.75,3,40125,40145,ARGentina,Rosario,AR,,
98080955Normal,CB01-4,Non,666.08999999999992,3,6.61,5.61,1,40125,40138,ARGentina,Rosario,AR,,
98080958Devolución,CC01-4,Balck Fraday,118.1925,3,7.73,3.73,1,40125,42404,VENezuela,Caracas,VE,,
98080954Devolución,L01-5,Cyber Monday,24.6,1,8.89,5.89,1,40125,40140,URUguay,Montevideo,UR,,
98080956Normal,L05-5,Cyber Monday,32.44,1,7.58,4.58,1,40125,40140,VENezuela,Caracas,VE,,
98080948Normal,C11-3,Special Day,42.393,2,10,4,2,40126,40141,BRAsil,Rio,BR,,
98080950Normal,CB01-1,Day Off Full,566.17649999999992,3,5.1,4.1,3,40126,40140,República DOminiCana,Santo Domingo,RD,,
98080949Normal,CC01-2,Non,157.59,3,9.55,6.55,3,40126,40138,VENezuela,Caracas,VE,,
98080951Normal,CC02-7,Non,26.72,1,7.99,4.99,2,40126,40141,CHIle,Viña del Mar,CH,,
98080953Normal,L02-6,Non,40.2,1,6.14,5.14,3,40126,42409,VENezuela,Caracas,VE,,
98080952Normal,L04-2,Non,30.1,1,6.99,3.99,3,40126,40138,ECUador,Quito,EC,,
98080946Devolución,C11-1,Cyber Monday,52.176,2,9.14,3.14,3,40127,40135,BRAsil,Rio,BR,,
98080945Normal,L02-6,Non,80.4,2,7.9,3.9,1,40127,40138,ARGentina,Rosario,AR,,
98080947Devolución,L05-2,Cyber Monday,64.88,2,9.99,4.99,1,40127,42399,BRAsil,Rio,BR,,
98080941Normal,B02-4,Special Day,78.754,2,6.55,5.55,2,40128,40138,PERú,Lima,PE,,
98080942Normal,CC01-4,Non,157.59,3,8,3,3,40128,40138,República DOminiCana,Santo Domingo,RD,,
98080943Normal,L02-2,Cyber Monday,96.480000000000018,3,5.25,6.25,1,40128,40138,ECUador,Quito,EC,,
98080944Devolución,L06-6,Cyber Monday,102.12,3,7.75,4.75,1,40128,42410,PARaguay,Asunción,PA,,
98080938Normal,CB01-4,Non,222.02999999999997,1,7.84,6.84,1,40129,40144,VENezuela,Caracas,VE,,
98080940Normal,CB01-2,Non,222.02999999999997,1,7,6,2,40129,42400,PARaguay,Asunción,PA,,
98080937Normal,L03-3,Cyber Monday,47.984,2,6,4,2,40129,40140,ARGentina,Rosario,AR,,
98080939Normal,L04-3,Cyber Monday,48.160000000000004,2,8.55,3.55,1,40129,40145,PARaguay,Asunción,PA,,
98080935Normal,CB01-5,Non,444.05999999999995,2,9,4,3,40130,40141,República DOminiCana,Santo Domingo,RD,,
98080936Normal,L02-6,Non,80.4,2,7.86,4.86,3,40130,42413,ARGentina,Rosario,AR,,
98080934Normal,CB01-3,Cyber Monday,532.872,3,6.75,5.75,1,40131,42405,ECUador,Quito,EC,,
98080932Normal,CC01-7,Balck Fraday,39.3975,1,6,5,1,40131,40150,URUguay,Montevideo,UR,,
98080931Normal,L03-2,Non,89.97,3,6.9,5.9,1,40131,40151,ECUador,Quito,EC,,
98080933Normal,L07-4,Non,37.89,1,5.99,5.99,3,40131,40142,ECUador,Quito,EC,,
98080930Normal,L01-1,Non,61.5,2,7.58,3.58,3,40132,42403,PARaguay,Asunción,PA,,
98080929Normal,L05-2,Non,81.1,2,6.9,6.9,1,40132,40141,PERú,Lima,PE,,
98080928Devolución,CB01-3,Special Day,432.95849999999996,3,10,5,3,40133,42411,PERú,Lima,PE,,
98080924Normal,CC02-2,Non,80.16,3,6,3,1,40133,40149,CHIle,Viña del Mar,CH,,
98080927Normal,CC02-4,Cyber Monday,21.376,1,9,6,2,40133,40142,CHIle,Viña del Mar,CH,,
98080923Normal,L01-7,Cyber Monday,24.6,1,7.45,4.45,2,40133,40151,URUguay,Montevideo,UR,,
98080926Devolución,L02-2,Cyber Monday,96.480000000000018,3,7.73,5.73,3,40133,40142,ARGentina,Rosario,AR,,
98080925Normal,L05-3,Cyber Monday,64.88,2,8.58,5.58,1,40133,40149,CHIle,Viña del Mar,CH,,
98080922Normal,CB01-2,Non,666.08999999999992,3,7.22,6.22,1,40134,42414,ECUador,Quito,EC,,
98080919Normal,CC01-6,Cyber Monday,84.048,2,5.73,3.73,2,40134,40142,ECUador,Quito,EC,,
98080921Normal,CC01-5,Non,105.06,2,7.25,3.25,1,40134,40150,CHIle,Viña del Mar,CH,,
98080920Devolución,L02-7,Cyber Monday,96.480000000000018,3,9.45,6.45,2,40134,40144,PERú,Lima,PE,,
98080917Normal,L05-4,Cyber Monday,32.44,1,9.65,4.65,1,40134,40151,PARaguay,Asunción,PA,,
98080918Normal,L07-4,Non,75.78,2,5.45,4.45,2,40134,40153,CHIle,Viña del Mar,CH,,
98080912Normal,CB01-3,Non,666.08999999999992,3,10,4,1,40135,40150,CHIle,Viña del Mar,CH,,
98080910Normal,CC02-1,Non,53.44,2,8.55,5.55,2,40135,40151,ARGentina,Rosario,AR,,
98080914Normal,L03-5,Non,29.99,1,9.61,5.61,3,40135,40148,PERú,Lima,PE,,
98080913Devolución,L05-2,Cyber Monday,64.88,2,8.99,5.99,3,40135,40146,ECUador,Quito,EC,,
98080915Normal,L05-2,Day Off Full,68.934999999999988,2,9,4,1,40135,40155,ECUador,Quito,EC,,
98080911Devolución,L07-6,Cyber Monday,30.312,1,5.36,3.36,3,40135,40151,República DOminiCana,Santo Domingo,RD,,
98080916Normal,L07-6,Non,75.78,2,6.99,3.99,2,40135,42412,República DOminiCana,Santo Domingo,RD,,
98080908Normal,CB01-7,Cyber Monday,177.624,1,8.68,6.68,3,40136,40156,PARaguay,Asunción,PA,,
98080909Normal,L02-6,Non,120.60000000000001,3,6.14,3.14,3,40136,42409,VENezuela,Caracas,VE,,
98080905Normal,CC01-5,Non,157.59,3,6.99,6.99,2,40137,40152,VENezuela,Caracas,VE,,
98080906Normal,L01-5,Non,61.5,2,9.36,5.36,1,40137,40151,ECUador,Quito,EC,,
98080907Devolución,L06-4,Cyber Monday,102.12,3,8.2,3.2,2,40137,42411,PERú,Lima,PE,,
98080901Normal,CB01-4,Non,666.08999999999992,3,5.61,3.61,2,40138,40146,ECUador,Quito,EC,,
98080904Normal,CB01-2,Cyber Monday,532.872,3,5.84,4.84,3,40138,42405,PERú,Lima,PE,,
98080900Normal,CC02-6,Non,26.72,1,7.55,6.55,3,40138,40155,PERú,Lima,PE,,
98080899Normal,L03-1,Cyber Monday,47.984,2,7.33,5.33,1,40138,40157,PARaguay,Asunción,PA,,
98080903Normal,L03-5,Day Off Full,50.983,2,9.36,4.36,2,40138,40147,URUguay,Montevideo,UR,,
98080902Devolución,L06-5,Non,42.55,1,7.55,3.55,3,40138,40155,BRAsil,Rio,BR,,
98080898Normal,L07-3,Non,37.89,1,6.61,6.61,1,40138,40148,CHIle,Viña del Mar,CH,,
98080896Normal,C10-4,Non,137.57999999999998,3,6.99,4.99,1,40139,40157,PARaguay,Asunción,PA,,
98080897Normal,L05-5,Day Off Full,68.934999999999988,2,7.9,5.9,3,40139,42411,CHIle,Viña del Mar,CH,,
98080894Normal,CC01-1,Balck Fraday,78.795,2,9.55,3.55,3,40140,40157,URUguay,Montevideo,UR,,
98080895Normal,L01-2,Cyber Monday,49.2,2,9.99,5.99,1,40140,42416,ECUador,Quito,EC,,
98080893Normal,L05-2,Cyber Monday,64.88,2,8.73,6.73,3,40140,40159,ARGentina,Rosario,AR,,
98080892Normal,C10-4,Balck Fraday,103.18499999999999,3,6.14,3.14,2,40141,42415,PARaguay,Asunción,PA,,
98080891Normal,L07-1,Cyber Monday,90.936,3,5.58,6.58,3,40141,40160,BRAsil,Rio,BR,,
98080888Devolución,B03-5,Non,140.9,2,5.73,6.73,2,40142,40155,PARaguay,Asunción,PA,,
98080884Normal,CB01-7,Non,444.05999999999995,2,8.99,6.99,2,40142,40155,VENezuela,Caracas,VE,,
98080885Normal,L01-7,Non,30.75,1,8.45,6.45,3,40142,40152,PARaguay,Asunción,PA,,
98080886Normal,L02-3,Cyber Monday,32.160000000000004,1,7.75,4.75,3,40142,40150,BRAsil,Rio,BR,,
98080887Devolución,L03-4,Non,29.99,1,9.58,6.58,1,40142,40161,URUguay,Montevideo,UR,,
98080889Normal,L05-3,Non,81.1,2,5.99,6.99,3,40142,40149,República DOminiCana,Santo Domingo,RD,,
98080890Normal,L07-3,Cyber Monday,90.936,3,6.89,6.89,1,40142,42414,PERú,Lima,PE,,
98080880Normal,CC01-2,Non,157.59,3,9.61,3.61,1,40143,40154,ARGentina,Rosario,AR,,
98080881Devolución,CC01-4,Cyber Monday,84.048,2,10,3,1,40143,40162,VENezuela,Caracas,VE,,
98080882Normal,CC01-2,Cyber Monday,126.072,3,8.25,3.25,2,40143,40158,ECUador,Quito,EC,,
98080879Normal,L03-1,Non,29.99,1,9.1,6.1,2,40143,40160,ECUador,Quito,EC,,
98080883Normal,L07-2,Non,37.89,1,6.75,3.75,3,40143,42406,República DOminiCana,Santo Domingo,RD,,
98080877Normal,B01-5,Cyber Monday,80.192000000000007,2,5.33,3.33,1,40144,40152,CHIle,Viña del Mar,CH,,
98080878Normal,L05-2,Non,40.55,1,7.55,6.55,1,40144,42416,BRAsil,Rio,BR,,
98080875Normal,C11-1,Day Off Full,55.437,2,7.99,3.99,3,40145,40164,URUguay,Montevideo,UR,,
98080876Normal,L01-7,Non,30.75,1,6,4,1,40145,42412,PARaguay,Asunción,PA,,
98080874Normal,L06-6,Special Day,27.6575,1,6,7,2,40145,40161,VENezuela,Caracas,VE,,
98080870Normal,CB01-3,Non,666.08999999999992,3,5.58,6.58,2,40146,40160,República DOminiCana,Santo Domingo,RD,,
98080869Normal,CC01-2,Non,52.53,1,5,6,1,40146,40165,PARaguay,Asunción,PA,,
98080872Normal,CC01-7,Non,52.53,1,8.89,5.89,3,40146,40155,BRAsil,Rio,BR,,
98080873Normal,CC02-5,Cyber Monday,64.128,3,6.25,3.25,2,40146,42418,PARaguay,Asunción,PA,,
98080871Normal,L05-5,Balck Fraday,91.2375,3,9.9,3.9,1,40146,40158,BRAsil,Rio,BR,,
98080867Devolución,CB01-6,Balck Fraday,499.56749999999994,3,7.22,3.22,3,40147,40163,URUguay,Montevideo,UR,,
98080864Normal,L01-6,Cyber Monday,24.6,1,9.88,6.88,2,40147,40155,ARGentina,Rosario,AR,,
98080868Normal,L01-4,Non,30.75,1,9,3,2,40147,42406,URUguay,Montevideo,UR,,
98080865Normal,L02-7,Day Off Full,34.17,1,6,3,2,40147,40162,ECUador,Quito,EC,,
98080866Normal,L02-6,Cyber Monday,32.160000000000004,1,6.86,5.86,2,40147,40166,URUguay,Montevideo,UR,,
98080863Devolución,C11-7,Non,97.83,3,5.55,6.55,1,40148,42411,URUguay,Montevideo,UR,,
98080858Devolución,CB01-2,Day Off Full,188.72549999999998,1,7,4,1,40148,40161,VENezuela,Caracas,VE,,
98080860Normal,CC01-6,Cyber Monday,126.072,3,8.99,3.99,2,40148,40156,PERú,Lima,PE,,
98080861Normal,L02-3,Cyber Monday,32.160000000000004,1,9.55,3.55,1,40148,40157,PERú,Lima,PE,,
98080862Normal,L02-2,Cyber Monday,32.160000000000004,1,5.68,5.68,1,40148,40161,ARGentina,Rosario,AR,,
98080859Normal,L03-5,Non,59.98,2,7.22,4.22,3,40148,40162,CHIle,Viña del Mar,CH,,
98080857Normal,CB01-4,Special Day,144.31949999999998,1,6.99,4.99,1,40149,42419,VENezuela,Caracas,VE,,
98080855Normal,CB01-6,Non,666.08999999999992,3,9.25,5.25,2,40150,40162,CHIle,Viña del Mar,CH,,
98080856Normal,CB01-4,Special Day,144.31949999999998,1,9.9,6.9,2,40150,42419,PERú,Lima,PE,,
98080854Devolución,L02-6,Cyber Monday,96.480000000000018,3,9,5,1,40150,40159,República DOminiCana,Santo Domingo,RD,,
98080850Normal,C14-4,Non,79.22,2,5.9,5.9,1,40151,40165,VENezuela,Caracas,VE,,
98080853Normal,CB01-4,Cyber Monday,177.624,1,9.61,3.61,1,40151,42419,URUguay,Montevideo,UR,,
98080849Normal,CC01-1,Cyber Monday,126.072,3,6.58,3.58,1,40151,40161,PERú,Lima,PE,,
98080851Normal,L02-3,Cyber Monday,96.480000000000018,3,6.86,4.86,1,40151,40159,PARaguay,Asunción,PA,,
98080852Normal,L07-2,Non,37.89,1,8.2,3.2,3,40151,40165,BRAsil,Rio,BR,,
98080846Normal,C11-1,Non,32.61,1,9.25,3.25,1,40152,40161,URUguay,Montevideo,UR,,
98080847Normal,CC01-2,Day Off Full,133.9515,3,5.68,6.68,1,40152,40169,PARaguay,Asunción,PA,,
98080848Normal,L03-7,Cyber Monday,23.992,1,5.25,4.25,1,40152,42407,URUguay,Montevideo,UR,,
98080844Normal,CC02-3,Cyber Monday,42.752,2,6.25,4.25,1,40153,40169,ECUador,Quito,EC,,
98080845Normal,L06-2,Non,42.55,1,8.12,5.12,2,40153,42407,BRAsil,Rio,BR,,
98080840Normal,CB01-1,Non,666.08999999999992,3,7.99,4.99,2,40154,40168,República DOminiCana,Santo Domingo,RD,,
98080841Normal,CB01-6,Cyber Monday,177.624,1,9.9,3.9,3,40154,40169,PARaguay,Asunción,PA,,
98080843Normal,CB01-1,Cyber Monday,532.872,3,7.65,5.65,2,40154,42420,URUguay,Montevideo,UR,,
98080842Devolución,L01-4,Cyber Monday,49.2,2,8.12,6.12,2,40154,40161,República DOminiCana,Santo Domingo,RD,,
98080837Normal,CB01-7,Non,444.05999999999995,2,9,5,3,40155,40170,PARaguay,Asunción,PA,,
98080833Devolución,CC01-2,Cyber Monday,42.024,1,9.45,4.45,2,40155,40168,CHIle,Viña del Mar,CH,,
98080834Normal,CC01-5,Special Day,102.43350000000001,3,8,4,3,40155,40162,PARaguay,Asunción,PA,,
98080839Normal,L03-3,Cyber Monday,71.976,3,5.89,3.89,2,40155,42419,URUguay,Montevideo,UR,,
98080836Devolución,L04-5,Non,30.1,1,5.88,3.88,1,40155,40170,BRAsil,Rio,BR,,
98080835Normal,L05-1,Non,121.64999999999999,3,6.68,5.68,1,40155,40173,BRAsil,Rio,BR,,
98080838Normal,L06-4,Day Off Full,72.335,2,7.61,3.61,1,40155,40169,PERú,Lima,PE,,
98080831Normal,CC01-4,Day Off Full,44.6505,1,9.68,6.68,1,40156,40171,República DOminiCana,Santo Domingo,RD,,
98080832Normal,L05-5,Cyber Monday,64.88,2,5.61,6.61,3,40156,42418,ECUador,Quito,EC,,
98080824Normal,B01-4,Cyber Monday,40.096000000000004,1,5.33,6.33,2,40157,40175,CHIle,Viña del Mar,CH,,
98080828Normal,B01-3,Non,50.12,1,9.99,6.99,1,40157,40172,República DOminiCana,Santo Domingo,RD,,
98080822Normal,C12-3,Non,59.68,2,6.9,6.9,3,40157,40173,URUguay,Montevideo,UR,,
98080826Normal,CB01-2,Non,444.05999999999995,2,6.33,4.33,2,40157,40177,PERú,Lima,PE,,
98080827Normal,CB01-1,Special Day,144.31949999999998,1,6.99,5.99,2,40157,40167,PARaguay,Asunción,PA,,
98080830Normal,CB01-1,Cyber Monday,177.624,1,7.12,6.12,2,40157,42410,URUguay,Montevideo,UR,,
98080829Normal,CC02-2,Cyber Monday,21.376,1,9.9,6.9,3,40157,40166,CHIle,Viña del Mar,CH,,
98080825Normal,L05-5,Cyber Monday,32.44,1,8.88,6.88,1,40157,40175,URUguay,Montevideo,UR,,
98080823Devolución,L06-1,Non,42.55,1,7.61,6.61,2,40157,40173,República DOminiCana,Santo Domingo,RD,,
98080816Devolución,B01-7,Special Day,65.156,2,9.73,6.73,3,40158,40169,BRAsil,Rio,BR,,
98080818Normal,L01-2,Balck Fraday,23.0625,1,7.1,3.1,3,40158,40172,PARaguay,Asunción,PA,,
98080820Normal,L02-6,Non,40.2,1,6.65,6.65,1,40158,40174,BRAsil,Rio,BR,,
98080821Normal,L04-6,Cyber Monday,24.080000000000002,1,7.65,4.65,1,40158,42412,CHIle,Viña del Mar,CH,,
98080815Normal,L05-5,Cyber Monday,97.32,3,9.12,4.12,3,40158,40167,PARaguay,Asunción,PA,,
98080817Normal,L05-4,Cyber Monday,64.88,2,6.84,3.84,1,40158,40171,República DOminiCana,Santo Domingo,RD,,
98080819Normal,L05-7,Non,121.64999999999999,3,6,7,2,40158,40176,CHIle,Viña del Mar,CH,,
98080813Devolución,CC01-7,Special Day,68.289,2,8.88,6.88,2,40159,40176,CHIle,Viña del Mar,CH,,
98080812Normal,CC02-5,Non,80.16,3,5.61,3.61,2,40159,40171,República DOminiCana,Santo Domingo,RD,,
98080814Normal,L07-6,Non,75.78,2,7,3,3,40159,42419,República DOminiCana,Santo Domingo,RD,,
98080809Normal,CC01-2,Cyber Monday,84.048,2,9.2,4.2,3,40160,40167,BRAsil,Rio,BR,,
98080808Normal,L01-7,Non,61.5,2,6.33,4.33,1,40160,40176,BRAsil,Rio,BR,,
98080811Normal,L04-4,Cyber Monday,48.160000000000004,2,6.84,4.84,3,40160,42409,URUguay,Montevideo,UR,,
98080810Normal,L07-6,Non,75.78,2,8.99,4.99,3,40160,40171,República DOminiCana,Santo Domingo,RD,,
98080805Normal,C11-2,Non,65.22,2,8,5,2,40161,40174,ARGentina,Rosario,AR,,
98080803Normal,L01-3,Day Off Full,52.275,2,5,7,3,40161,40180,PERú,Lima,PE,,
98080802Normal,L02-4,Non,80.4,2,9.55,5.55,3,40161,40179,República DOminiCana,Santo Domingo,RD,,
98080807Normal,L03-6,Non,89.97,3,7.1,3.1,3,40161,42410,República DOminiCana,Santo Domingo,RD,,
98080806Normal,L05-5,Balck Fraday,91.2375,3,9.61,4.61,3,40161,40169,BRAsil,Rio,BR,,
98080804Normal,L07-1,Non,75.78,2,7.22,3.22,1,40161,40178,PARaguay,Asunción,PA,,
98080798Normal,B01-7,Day Off Full,127.80599999999998,3,7.33,4.33,1,40162,40169,BRAsil,Rio,BR,,
98080796Devolución,B06-1,Day Off Full,42.806,1,9,7,1,40162,40176,ARGentina,Rosario,AR,,
98080794Normal,CC01-2,Special Day,68.289,2,9.75,3.75,2,40162,40171,República DOminiCana,Santo Domingo,RD,,
98080793Normal,CC02-6,Cyber Monday,21.376,1,8,5,3,40162,40171,ARGentina,Rosario,AR,,
98080801Normal,CC02-5,Non,80.16,3,8.33,4.33,2,40162,42411,ECUador,Quito,EC,,
98080797Normal,L02-2,Non,80.4,2,7.58,3.58,2,40162,40175,República DOminiCana,Santo Domingo,RD,,
98080799Normal,L05-7,Day Off Full,34.467499999999994,1,7.84,5.84,2,40162,40182,BRAsil,Rio,BR,,
98080800Normal,L05-3,Cyber Monday,64.88,2,7.61,6.61,2,40162,40181,CHIle,Viña del Mar,CH,,
98080795Normal,L06-3,Cyber Monday,34.04,1,8.45,6.45,2,40162,40170,CHIle,Viña del Mar,CH,,
98080789Normal,CB01-1,Non,444.05999999999995,2,5.86,4.86,1,40163,40182,PARaguay,Asunción,PA,,
98080792Normal,CB01-3,Non,444.05999999999995,2,9.73,4.73,2,40163,42412,República DOminiCana,Santo Domingo,RD,,
98080786Normal,CC02-2,Cyber Monday,64.128,3,5.99,4.99,2,40163,40179,VENezuela,Caracas,VE,,
98080785Normal,L03-6,Cyber Monday,23.992,1,6.75,5.75,1,40163,40178,BRAsil,Rio,BR,,
98080790Normal,L03-1,Cyber Monday,23.992,1,9.2,6.2,2,40163,40182,CHIle,Viña del Mar,CH,,
98080791Devolución,L03-3,Non,59.98,2,7.14,4.14,2,40163,40181,VENezuela,Caracas,VE,,
98080784Normal,L05-5,Cyber Monday,64.88,2,9.9,5.9,3,40163,40174,URUguay,Montevideo,UR,,
98080787Normal,L06-3,Day Off Full,36.1675,1,8.89,5.89,3,40163,40180,BRAsil,Rio,BR,,
98080788Normal,L07-2,Special Day,49.257000000000005,2,9.89,4.89,1,40163,40182,República DOminiCana,Santo Domingo,RD,,
98080780Normal,C11-6,Cyber Monday,26.088,1,5.75,6.75,1,40164,40179,BRAsil,Rio,BR,,
98080779Normal,CB01-7,Non,444.05999999999995,2,9.12,4.12,2,40164,40181,ARGentina,Rosario,AR,,
